Date,BTC,ETH,LTC
1/19/2015,2.149857042,,0.633744968
1/20/2015,-1.650364713,,-1.358640144
1/21/2015,7.3738261,,3.759584793
1/22/2015,2.868703689,,3.308799833
1/23/2015,-0.225790291,,0.507489111
1/24/2015,6.427373203,,29.30326339
1/25/2015,2.368800993,,21.93839561
1/26/2015,7.786199411,,-7.438960608
1/27/2015,-3.655931699,,0.241712366
1/28/2015,-11.21928537,,-10.26135433
1/29/2015,-0.171854225,,2.331707506
1/30/2015,-3.035375925,,-0.941710245
1/31/2015,-3.957601182,,-1.271585415
2/1/2015,4.372215817,,-3.735256278
2/2/2015,4.959644271,,4.028793163
2/3/2015,-4.601034433,,-2.900574223
2/4/2015,-0.182607578,,-1.614373082
2/5/2015,-4.294412918,,-2.85212383
2/6/2015,2.374368079,,1.044090263
2/7/2015,2.469109598,,1.268039723
2/8/2015,-1.906440827,,0.104950102
2/9/2015,-1.477987736,,-2.92219463
2/10/2015,-0.123118486,,1.831393452
2/11/2015,-0.297493569,,-2.027020307
2/12/2015,1.176636188,,1.743621486
2/13/2015,6.161051357,,3.648235875
2/14/2015,9.299703184,,6.368301413
2/15/2015,-8.742394224,,-4.938355001
2/16/2015,-0.41818146,,-2.482083703
2/17/2015,4.176733194,,3.164314148
2/18/2015,-2.990023637,,-1.34691339
2/19/2015,1.674382308,,1.017415681
2/20/2015,1.454951923,,0.064434305
2/21/2015,0.309702468,,0.051949025
2/22/2015,-3.499305503,,-2.850865523
2/23/2015,1.235287015,,1.347844088
2/24/2015,-0.065719112,,0.489446934
2/25/2015,-0.52987597,,-1.474860805
2/26/2015,-0.439637131,,0.43221417
2/27/2015,7.360446133,,2.281054123
2/28/2015,0.171374945,,-0.577399658
3/1/2015,2.335768589,,2.761948864
3/2/2015,5.944619123,,2.354130942
3/3/2015,2.18811699,,1.023706159
3/4/2015,-3.056416152,,-1.299641614
3/5/2015,1.130021524,,-0.72986593
3/6/2015,-1.251010938,,-0.970041552
3/7/2015,1.297284976,,0.668137865
3/8/2015,-0.690282919,,-0.975662995
3/9/2015,5.559602004,,2.770819182
3/10/2015,0.743426519,,3.331818312
3/11/2015,1.583146369,,0.857118294
3/12/2015,-0.683244736,,0.814794135
3/13/2015,-3.063317699,,-1.705014029
3/14/2015,-1.209796042,,-0.593143316
3/15/2015,1.599232114,,1.141257033
3/16/2015,1.466509873,,0.705856341
3/17/2015,-1.750896417,,-2.505073065
3/18/2015,-10.22959079,,-12.08838695
3/19/2015,1.806092727,,0.949759832
3/20/2015,0.314640005,,0.46160573
3/21/2015,-0.658645896,,-1.161150736
3/22/2015,3.0516288,,2.921521219
3/23/2015,-0.455292334,,-1.088043716
3/24/2015,-7.927191189,,-7.118031432
3/25/2015,0.245121031,,1.30480683
3/26/2015,0.948424002,,1.335808919
3/27/2015,-0.604747362,,-0.516072757
3/28/2015,2.335352139,,1.003116639
3/29/2015,-3.989353805,,-2.816293726
3/30/2015,1.983002003,,0.839536776
3/31/2015,-1.334002079,,-1.017018242
4/1/2015,1.248036316,,0.727944127
4/2/2015,2.318500124,,0.791761446
4/3/2015,0.520543576,,1.233756955
4/4/2015,-0.245751443,,-0.627612006
4/5/2015,2.720168363,,0.768431497
4/6/2015,-1.959334937,,-0.82019204
4/7/2015,-0.904925266,,-1.093742981
4/8/2015,-3.222209391,,-2.452613913
4/9/2015,-0.549341807,,-2.55361306
4/10/2015,-3.120532535,,-3.713885638
4/11/2015,0.203326014,,-4.448474354
4/12/2015,-0.168674159,,0.230279619
4/13/2015,-4.89766986,,-5.851066605
4/14/2015,-2.41688471,,0.11475053
4/15/2015,2.132696386,,0.327901612
4/16/2015,2.117652695,,2.780188182
4/17/2015,-2.489792867,,-0.866723545
4/18/2015,0.212668135,,0.056773613
4/19/2015,-0.338471628,,-1.472409278
4/20/2015,0.910153165,,1.424586859
4/21/2015,4.738093437,,1.058936816
4/22/2015,-0.464575576,,2.128693106
4/23/2015,0.97619344,,0.519878071
4/24/2015,-2.196547469,,-2.905420085
4/25/2015,-2.109243772,,-1.153405769
4/26/2015,-3.074343707,,-5.826462307
4/27/2015,4.49163885,,4.716272873
4/28/2015,-1.49638437,,-1.406595228
4/29/2015,-0.020808484,,-0.197942187
4/30/2015,4.577785402,,5.767926638
5/1/2015,-1.721827448,,-2.309282625
5/2/2015,1.228460121,,1.062144844
5/3/2015,2.310479363,,0.785775181
5/4/2015,-0.557500183,,-1.747751123
5/5/2015,-1.212043919,,-0.072457411
5/6/2015,-2.684642383,,-1.261162084
5/7/2015,3.28659424,,4.772122183
5/8/2015,2.750978373,,1.779848893
5/9/2015,-0.832847068,,-2.212577024
5/10/2015,-0.635149813,,-0.660770338
5/11/2015,0.774877468,,-0.098002904
5/12/2015,-0.431951569,,0.576759196
5/13/2015,-1.963817898,,0.401212576
5/14/2015,0.233526106,,-0.251474427
5/15/2015,0.285315347,,0.450349987
5/16/2015,-0.611096495,,-0.561098187
5/17/2015,0.274822721,,0.553885944
5/18/2015,-1.551505464,,-0.534332477
5/19/2015,-0.506588556,,0.471522707
5/20/2015,0.892876021,,0.412887656
5/21/2015,0.566618239,,1.293182921
5/22/2015,2.126254855,,23.96654664
5/23/2015,-0.614115015,,-2.501768668
5/24/2015,0.871181617,,2.502710385
5/25/2015,-1.594917786,,-1.520880834
5/26/2015,0.002529079,,0.775787193
5/27/2015,0.070432827,,1.524785555
5/28/2015,0.052679711,,-0.231437972
5/29/2015,-0.131424296,,-0.510661964
5/30/2015,-1.582056176,,-0.995438409
5/31/2015,-1.352074732,,-9.709233433
6/1/2015,-3.15565725,,-1.28704789
6/2/2015,1.290562324,,3.339093609
6/3/2015,0.03144294,,1.030557772
6/4/2015,-0.686217913,,-1.116067078
6/5/2015,0.27994806,,5.527621246
6/6/2015,0.296511039,,-0.043172267
6/7/2015,-1.213553185,,-1.663812996
6/8/2015,2.5161417,,3.231958835
6/9/2015,0.244653267,,0.523938727
6/10/2015,-0.106969018,,-2.036950643
6/11/2015,0.394229107,,1.871262728
6/12/2015,0.120586316,,0.559654931
6/13/2015,1.052255506,,3.292660695
6/14/2015,0.490962442,,7.59268672
6/15/2015,1.404451733,,0.767893341
6/16/2015,5.941993142,,42.52892504
6/17/2015,-0.642104335,,0.418199533
6/18/2015,-0.111115356,,7.147011104
6/19/2015,-1.767420568,,-9.297683241
6/20/2015,0.247746496,,8.143404431
6/21/2015,-0.517105758,,-0.446317759
6/22/2015,1.248649402,,0.201827043
6/23/2015,-1.090732515,,-1.780774504
6/24/2015,-1.547714952,,-6.585913243
6/25/2015,0.94962751,,2.580411769
6/26/2015,0.327430555,,0.347674431
6/27/2015,3.036204331,,8.493340994
6/28/2015,-0.788479165,,6.530421323
6/29/2015,3.233991168,,13.02793372
6/30/2015,2.337159504,,9.37401356
7/1/2015,-1.691928047,,-3.97601345
7/2/2015,-1.240811679,,3.595577548
7/3/2015,0.361766828,,1.228427129
7/4/2015,1.775009295,,-0.043253921
7/5/2015,4.226753708,,20.40072574
7/6/2015,-1.060264003,,9.378885714
7/7/2015,-1.049324652,,-3.370726675
7/8/2015,1.71971548,,21.51995638
7/9/2015,-0.574997462,,18.48447809
7/10/2015,5.818865752,,-40.22481435
7/11/2015,2.885626703,,-2.916619163
7/12/2015,6.056331062,,20.88403844
7/13/2015,-6.051790165,,-11.48706545
7/14/2015,-1.571625975,,-0.64125776
7/15/2015,-0.568759692,,-9.372266464
7/16/2015,-2.70791992,,-12.44182941
7/17/2015,0.497321236,,2.629694022
7/18/2015,-1.635578572,,5.679457181
7/19/2015,-0.468163919,,-5.891486402
7/20/2015,1.961512763,,4.579794791
7/21/2015,-1.12838503,,-4.37669239
7/22/2015,0.503557247,,1.525401313
7/23/2015,-0.423117128,,-1.025715076
7/24/2015,4.430011847,,21.59870301
7/25/2015,0.145337444,,0.655390355
7/26/2015,1.381730231,,0.654798074
7/27/2015,0.320475966,,0.194107048
7/28/2015,0.273482113,,8.285152377
7/29/2015,-1.642853973,,-5.154203801
7/30/2015,-0.645053843,,-4.578250249
7/31/2015,-1.067694219,,1.376350472
8/1/2015,-1.071133239,,-10.51143093
8/2/2015,0.359728997,,0.522727492
8/3/2015,-0.490783872,,-0.304679832
8/4/2015,1.419137404,,5.18333392
8/5/2015,-1.169631212,,-0.655797693
8/6/2015,-1.172473884,,-6.542546161
8/7/2015,0.361837379,,3.5331281
8/8/2015,-6.64841918,-72.82495035,-8.400823179
8/9/2015,1.565534606,-6.826796131,1.137302573
8/10/2015,-0.231250809,0.933323232,1.289950158
8/11/2015,2.236921039,50.73230746,5.334936369
8/12/2015,-1.483057334,14.00745426,-4.185552597
8/13/2015,-0.861947187,50.12402784,-2.637341561
8/14/2015,0.605879348,0.0109447,3.759715779
8/15/2015,-1.554124478,-7.602839161,-2.50283172
8/16/2015,-1.163829027,-7.275147696,0.68323061
8/17/2015,-0.205400753,-23.14260111,0.801559293
8/18/2015,-18.17882904,-9.684198995,-12.90800641
8/19/2015,7.39297196,15.80516417,0.233731572
8/20/2015,3.822943032,16.36878234,3.659475934
8/21/2015,-1.181646836,-4.753162282,-1.11147905
8/22/2015,-0.936926589,-1.151014829,-1.508829985
8/23/2015,-0.964014543,-1.931516613,-3.325330903
8/24/2015,-7.746017519,-8.969459492,-11.775917
8/25/2015,5.279934753,-7.397236533,-1.921366791
8/26/2015,1.905157428,1.735680361,0.316968806
8/27/2015,-0.470261625,-1.058648113,-2.730690542
8/28/2015,2.948359864,3.805879047,1.404024666
8/29/2015,-0.698368739,-0.741163258,-1.024679177
8/30/2015,-0.443466448,11.56146188,-0.977218571
8/31/2015,0.566092206,2.953905763,-0.222230471
9/1/2015,-0.841098516,-0.488136335,-0.776200277
9/2/2015,0.509814699,-4.203869261,-0.870918027
9/3/2015,-0.916329936,-2.30616697,-5.806216767
9/4/2015,1.371143755,0.749448501,2.581701343
9/5/2015,2.049949593,5.053315459,8.086276659
9/6/2015,2.051323152,-3.210310429,4.402406858
9/7/2015,0.002920197,-3.795253203,-0.071187605
9/8/2015,1.56766376,-0.338507926,0.048585474
9/9/2015,-2.232692583,-2.89111055,-4.051350871
9/10/2015,0.129742745,-3.376672863,0.870064117
9/11/2015,0.683499694,-15.67994197,0.274636982
9/12/2015,-2.03159042,5.672767223,-4.460241263
9/13/2015,-2.005284392,-9.890541054,-0.340116994
9/14/2015,0.05726548,-6.450946539,1.019557519
9/15/2015,-0.147411727,7.855907463,-0.754400569
9/16/2015,-0.526694063,-3.942675424,-0.715857884
9/17/2015,0.313846545,-3.631495892,3.688573625
9/18/2015,1.377228377,-2.350175234,1.740660663
9/19/2015,-0.636123988,3.362593263,-2.819787384
9/20/2015,-0.121381901,6.352512381,-0.944463081
9/21/2015,-1.784941439,-2.067033718,-1.662080097
9/22/2015,1.555800425,-1.877054714,1.62622199
9/23/2015,-0.145258135,-0.930366641,0.734712909
9/24/2015,1.843819175,-8.931656976,2.248433916
9/25/2015,0.262223513,-9.511563696,-1.266906378
9/26/2015,-0.341918531,6.756245216,-0.206716368
9/27/2015,-0.67551102,-8.286001268,-0.544528745
9/28/2015,2.743201878,-19.13784332,7.02294156
9/29/2015,-1.026587474,13.42629717,-3.34580541
9/30/2015,-0.264906357,11.7217711,1.339732282
10/1/2015,0.630771166,-6.556475344,-0.261146834
10/2/2015,-0.107765852,-1.686571016,-0.290478129
10/3/2015,0.605578927,1.266914982,1.232126661
10/4/2015,-0.197291086,-2.734686634,-0.518802427
10/5/2015,0.891463859,-5.945134791,0.054076753
10/6/2015,2.362899208,3.499926483,4.30837079
10/7/2015,-1.257405362,-6.34094212,-2.776607507
10/8/2015,-0.273694676,2.023017867,0.178187595
10/9/2015,0.671470093,4.650346457,1.434061284
10/10/2015,0.41404926,-3.499840618,-0.063709302
10/11/2015,0.861027288,1.131777884,1.257251403
10/12/2015,-0.705122193,-1.406845491,-0.249278798
10/13/2015,1.712132063,-2.93516895,1.35598092
10/14/2015,0.994358034,-13.93669048,-1.118327081
10/15/2015,0.925043917,7.440231992,-1.249608809
10/16/2015,3.361505369,-4.517538474,0.079229954
10/17/2015,2.956235598,1.991258185,-1.152428684
10/18/2015,-3.32434552,-5.381060754,-1.587156936
10/19/2015,0.685669505,-5.54724849,0.833008657
10/20/2015,2.287454204,-11.08046048,1.46425487
10/21/2015,-1.184210578,2.87469743,-0.564253165
10/22/2015,2.910935813,26.90927169,1.284490117
10/23/2015,0.902475999,-4.9400915,-0.099848522
10/24/2015,1.865484296,4.434852718,-0.375380863
10/25/2015,0.719322665,9.306231291,-1.099082395
10/26/2015,0.571064277,18.71277794,1.260361042
10/27/2015,2.975116356,18.91437298,-0.318257011
10/28/2015,3.686337531,15.27515642,0.201001865
10/29/2015,3.032322171,20.36748822,21.97648054
10/30/2015,4.511638529,-13.71057942,7.389058771
10/31/2015,-4.222071821,-11.96605578,-6.336041715
11/1/2015,3.585688851,15.16898744,4.073514271
11/2/2015,10.98788856,-6.240682464,5.192831634
11/3/2015,11.69138521,2.381418038,10.20192736
11/4/2015,2.019249624,-11.28029757,-7.834329368
11/5/2015,-6.125182564,-0.379625272,-6.349078064
11/6/2015,-3.075936209,3.393677552,-10.44087253
11/7/2015,3.207731824,0.209709706,1.433477538
11/8/2015,-3.393167931,10.72185304,-4.996013528
11/9/2015,1.84509031,-2.743825532,-0.656610422
11/10/2015,-11.42332412,-6.497693476,-8.286769115
11/11/2015,-7.640597854,-15.25331022,-4.679070387
11/12/2015,8.701184215,13.11924877,10.41662452
11/13/2015,-0.41372441,0.936128054,-1.607651026
11/14/2015,-1.142375838,-1.690528537,-0.972722713
11/15/2015,-3.826912274,1.975222081,-4.032109153
11/16/2015,3.306104487,2.492803649,4.033207513
11/17/2015,1.313068413,8.506052743,0.392860459
11/18/2015,-0.150404904,-1.454494549,-0.514375274
11/19/2015,-2.522791952,-3.804111464,-1.629249674
11/20/2015,-1.265367598,-3.203659485,-0.575691996
11/21/2015,1.523187469,5.537776108,1.113758196
11/22/2015,-0.731353264,-0.832055527,-0.426626736
11/23/2015,-0.459123379,-2.174445321,-0.405827559
11/24/2015,-0.928660343,-4.939756775,-0.520787496
11/25/2015,2.549634726,-4.071801944,7.613348586
11/26/2015,7.458119983,2.390861731,7.890709456
11/27/2015,1.519207518,-1.83582066,-0.823926842
11/28/2015,-0.184609687,5.50169587,-1.565412881
11/29/2015,3.893042393,-4.050329751,4.17704102
11/30/2015,1.623244113,-0.625418096,-1.321891166
12/1/2015,-3.931137475,0.192531488,-5.14522899
12/2/2015,-0.910649412,-6.125971354,-2.697310978
12/3/2015,0.517551648,-1.104102325,1.054377556
12/4/2015,0.591897974,3.435103552,-0.464252294
12/5/2015,7.094492367,2.666184327,4.816157323
12/6/2015,-0.042683128,-3.123473256,-1.436552241
12/7/2015,1.736964163,-2.900780843,4.953499428
12/8/2015,5.063250136,1.337912972,1.14618357
12/9/2015,0.481274814,-3.643148135,-0.485228249
12/10/2015,-0.499082643,6.088233733,-0.138728712
12/11/2015,8.775168915,10.63379887,4.708323532
12/12/2015,-3.748518478,5.07775008,-5.998258181
12/13/2015,-0.285520216,-2.465675006,0.565951021
12/14/2015,2.403892009,4.212265737,-0.335565193
12/15/2015,4.759086878,2.127646464,6.064349036
12/16/2015,-2.232227554,-2.264753092,-3.517426024
12/17/2015,0.251467779,-5.093012133,1.110594386
12/18/2015,1.652786223,-2.187095881,0.453473395
12/19/2015,-0.279111659,-1.310143092,-0.96727138
12/20/2015,-4.247471196,-0.461085467,-4.95885049
12/21/2015,-0.913965918,-0.344511191,-2.189688454
12/22/2015,-0.471234105,-4.059744164,-1.13222098
12/23/2015,1.335177272,-0.708750134,4.636310076
12/24/2015,2.844474667,0.604259065,1.842617092
12/25/2015,0.146824559,0.822577504,-0.528269861
12/26/2015,-8.422862799,-1.810739204,-5.526720093
12/27/2015,1.329824378,0.206181351,1.595300843
12/28/2015,-0.128660528,-1.326542849,-0.374241224
12/29/2015,2.534819446,3.319394891,0.987591976
12/30/2015,-1.469574227,4.456075999,-1.17477135
12/31/2015,0.925177218,2.366779446,0.607953122
1/1/2016,0.874899591,1.55129194,0.82783381
1/2/2016,-0.20629897,-1.149755838,-0.194357447
1/3/2016,-0.790655663,3.711459581,-0.545097157
1/4/2016,0.716264746,-1.792870818,0.353712138
1/5/2016,-0.261148787,-0.45092522,-0.73582294
1/6/2016,-0.660936327,0.071988979,-0.464307635
1/7/2016,6.744967422,-0.931266831,4.360136324
1/8/2016,-1.051853333,4.754115955,-0.978318311
1/9/2016,-1.239771962,0.004457691,-0.232848367
1/10/2016,0.084896239,1.256342796,-0.669835588
1/11/2016,0.097549215,6.241698885,0.562663875
1/12/2016,-2.840591208,7.479282615,-1.769654477
1/13/2016,-0.761780207,-1.384750093,-0.505481384
1/14/2016,-0.477599652,5.722533071,-0.288549281
1/15/2016,-15.33211392,1.548431086,-13.53755028
1/16/2016,6.369212996,1.016546918,3.008566976
1/17/2016,-1.351358159,8.783158408,-1.967968507
1/18/2016,1.273607296,7.448005838,0.752428885
1/19/2016,-1.812911323,-3.852517606,-1.0337915
1/20/2016,10.54350415,11.69835537,12.2981708
1/21/2016,-2.372038488,1.419877803,-4.950527787
1/22/2016,-6.768842702,-3.366438263,-4.47748268
1/23/2016,1.306953568,31.40007363,0.874677537
1/24/2016,3.994934362,8.543249023,2.497837604
1/25/2016,-2.790522114,16.72286031,-1.688777023
1/26/2016,0.109005245,-8.918600887,0.880636464
1/27/2016,0.718844352,4.928020998,4.20404687
1/28/2016,-3.717474647,5.775048775,-5.088745629
1/29/2016,-0.214311352,-1.247972616,-0.281395913
1/30/2016,-0.321232575,-2.000034213,-0.982845008
1/31/2016,-2.508362474,-5.685748618,-0.929629657
2/1/2016,1.163065437,-4.091433713,0.821711994
2/2/2016,0.373133846,10.3066027,-0.044518887
2/3/2016,-1.201500054,3.650130895,-0.92136861
2/4/2016,5.310188358,1.95159482,3.781426251
2/5/2016,-0.781578501,-1.514711399,-0.801832183
2/6/2016,-2.593981024,-0.17841555,-1.224256598
2/7/2016,0.026025544,16.96139976,-0.42078303
2/8/2016,-0.84249486,7.268061357,-0.771231535
2/9/2016,0.691396841,27.19833821,0.633208843
2/10/2016,1.494564309,9.682447704,0.444581737
2/11/2016,-0.522730354,35.54435143,-0.634196129
2/12/2016,1.21400246,-7.751745882,1.178627878
2/13/2016,1.977027424,-2.914373583,0.572642228
2/14/2016,3.922325875,-2.703466107,2.584919138
2/15/2016,-1.729983844,0.927914704,-0.874605228
2/16/2016,1.824908241,-18.40007019,0.832675713
2/17/2016,2.167912738,-12.93192162,0.997818428
2/18/2016,1.45344107,17.08407771,0.320887405
2/19/2016,-0.375966777,7.700611466,0.041825873
2/20/2016,3.892486105,-8.369965016,6.308429337
2/21/2016,0.373773388,7.193411036,0.181613716
2/22/2016,-0.239294252,20.69099289,0.558842883
2/23/2016,-3.88625281,-0.539306108,-2.488782231
2/24/2016,1.00276522,11.64045881,-0.649407469
2/25/2016,-0.09671149,-2.111290414,-0.277049541
2/26/2016,1.792040798,-2.999774887,1.523390412
2/27/2016,0.08492484,8.514320646,-0.114436796
2/28/2016,0.227732255,0.66123455,0.849136725
2/29/2016,0.967232879,-2.030812423,0.123481171
3/1/2016,-0.588079254,20.77800353,-0.381298419
3/2/2016,-2.558810374,10.60534669,-1.979335941
3/3/2016,-0.551432378,9.789981642,-1.232981603
3/4/2016,-2.540490969,11.96289866,-2.205482902
3/5/2016,-2.523242675,5.743802729,-1.786648381
3/6/2016,1.781709382,3.446113317,0.923825717
3/7/2016,1.622246782,-16.07911672,1.430948168
3/8/2016,-0.084241322,3.083752777,-0.414046849
3/9/2016,0.21450739,20.82610043,0.787592631
3/10/2016,0.547420016,-4.984026407,0.234765827
3/11/2016,1.092939693,-1.965505475,2.955090806
3/12/2016,-2.387063825,22.11084302,-2.792569218
3/13/2016,0.593019246,6.95839117,0.523376234
3/14/2016,0.573095018,-13.97168081,-0.117313419
3/15/2016,0.094131254,4.476179441,0.068410968
3/16/2016,0.043422908,-3.759419303,0.109206725
3/17/2016,0.86568844,-11.4959767,-0.060436907
3/18/2016,-2.632535689,-0.752603615,-4.159773085
3/19/2016,0.218776796,-4.249829862,0.266262547
3/20/2016,0.806688537,-2.002709748,0.858959502
3/21/2016,-0.108276177,14.96443752,-0.14474471
3/22/2016,1.157004943,-4.967086734,1.056259003
3/23/2016,-0.011481814,10.1278961,0.249789936
3/24/2016,-0.393973954,-9.517026792,-0.558160325
3/25/2016,0.188040528,-4.377386514,0.135515677
3/26/2016,0.184095791,2.148332653,0.04645703
3/27/2016,2.110327231,-5.055586304,2.260591575
3/28/2016,-0.593775734,11.96252963,-1.196877713
3/29/2016,-1.818583868,-0.078865126,-1.155921698
3/30/2016,-0.408143201,2.543668773,-0.214488255
3/31/2016,0.461166965,-4.596376889,1.169783366
4/1/2016,0.29539283,2.280882002,-0.525629558
4/2/2016,0.696955297,-0.554718356,0.68396282
4/3/2016,0.007367044,0.167262415,0.017475162
4/4/2016,0.12829731,-3.967881898,-0.370553281
4/5/2016,0.613604322,-6.446005216,0.032609741
4/6/2016,-0.145509611,2.369206592,0.131620927
4/7/2016,-0.157765423,-5.76206571,-0.325862816
4/8/2016,-0.566771015,-3.476866686,-0.771885773
4/9/2016,-0.223145125,-5.853844813,-0.126380866
4/10/2016,0.513335283,-2.341700543,0.335485095
4/11/2016,0.217999239,-3.273712461,0.458013321
4/12/2016,0.640736003,-13.89992532,0.479673076
4/13/2016,-0.342433639,8.09036976,-0.566724651
4/14/2016,0.129327382,4.261589495,0.023158303
4/15/2016,1.28004479,-1.722386279,1.21064247
4/16/2016,0.199895808,4.448987003,-0.152802308
4/17/2016,-0.736927684,8.125910048,-0.490248773
4/18/2016,0.278900193,-2.933687409,-0.53349373
4/19/2016,1.614126112,-3.553787661,1.381932889
4/20/2016,1.350145431,-2.858217156,-0.206691308
4/21/2016,1.820611765,-4.295166934,2.074808525
4/22/2016,-0.820601524,-3.467096053,-0.810725759
4/23/2016,1.019662582,6.054399093,0.457936187
4/24/2016,1.837288535,-3.537640561,8.917757244
4/25/2016,0.626097686,-5.586688427,4.953148086
4/26/2016,1.010561705,-2.08224674,6.141068114
4/27/2016,-4.591822182,4.90642613,-3.858081268
4/28/2016,0.972363592,-7.570132356,-2.601990362
4/29/2016,1.355423093,3.970147104,0.662531121
4/30/2016,-1.489570778,18.19280058,-4.034247836
5/1/2016,0.793411564,0.368962644,1.241887347
5/2/2016,-1.594687402,14.88385151,-0.67175716
